"Name","National_Position","Club_Position","Rating","Height","Weight","Age","Work_Rate","Ball_Control","Vision","Goalkeeper","International","IMC"
"Anıl Koç",NA,"Sub",60,178,67,22,"Medium / Medium",65,53,"NO","NO",21.1463199091024
"Nana Welbeck",NA,"LCM",60,179,71,22,"Medium / Medium",64,49,"NO","NO",22.1591086420524
"Yann Songo'o",NA,"RDM",60,185,77,25,"Low / High",50,48,"NO","NO",22.4981738495252
"Yang Han Been",NA,"Sub",60,194,85,25,"Medium / Medium",25,36,"NO","NO",22.5847592730365
"Yoon Dong Min",NA,"Sub",60,176,72,28,"High / Medium",58,63,"NO","NO",23.2438016528926
"Shkodran Maholli",NA,"Sub",60,187,85,23,"Medium / Medium",65,40,"NO","NO",24.3072435585805
"Chris Kettings",NA,"Sub",60,193,79,24,"Medium / Medium",18,29,"NO","NO",21.2086230502832
"Steven Beattie",NA,"Sub",60,178,70,28,"High / Medium",56,52,"NO","NO",22.0931700542861
"Jordan Slew",NA,"Sub",60,191,81,24,"Medium / Medium",57,48,"NO","NO",22.2033387242674
"Akwasi Asante",NA,"Sub",60,183,83,24,"Medium / Medium",56,44,"NO","NO",24.7842575173938
"Nikola Jakimovski",NA,"Sub",60,187,77,27,"High / Medium",57,59,"NO","NO",22.0195029883611
"Aykut Özer",NA,"Sub",60,189,80,24,"Medium / Medium",23,29,"NO","NO",22.3957895915568
"Ben Heneghan",NA,"RCB",60,191,79,23,"Medium / Medium",52,35,"NO","NO",21.655108138483
"Lee Lucas",NA,"Sub",60,178,73,24,"Medium / Medium",63,48,"NO","NO",23.0400201994698
"Christopher Routis",NA,"CM",60,186,84,27,"Medium / Medium",64,39,"NO","NO",24.2802636142907
"Harry Pell",NA,"RCM",60,193,85,25,"High / High",60,57,"NO","NO",22.8194045477731
"Richárd Magyar",NA,"RCB",60,191,84,25,"Medium / Medium",56,48,"NO","NO",23.025684602944
"Zaurbek Pliev",NA,"Sub",60,182,70,25,"Medium / Medium",51,26,"NO","NO",21.1327134404057
"Sean Houston",NA,"CM",60,191,83,27,"Medium / Medium",60,61,"NO","NO",22.7515693100518
"Ciaran Kilduff",NA,"Sub",60,193,81,28,"Medium / Low",56,56,"NO","NO",21.7455502161132
"Ryan Brennan",NA,"Sub",60,180,72,25,"High / Medium",60,57,"NO","NO",22.2222222222222
"Tom Miller",NA,"RB",60,176,72,26,"Medium / Medium",58,55,"NO","NO",23.2438016528926
"Raphael Spiegel",NA,"Res",60,196,88,24,"Medium / Medium",32,16,"NO","NO",22.9071220324865
"David Oberhauser",NA,"Res",60,187,82,26,"Medium / Medium",14,18,"NO","NO",23.4493408447482
"Ryan Bowman",NA,"Res",60,188,76,25,"High / Medium",60,48,"NO","NO",21.5029425079221
"Josh Parker",NA,"Sub",60,180,76,26,"High / Medium",59,58,"NO","NO",23.4567901234568
"Mathias Wichmann",NA,"Sub",60,183,82,25,"Medium / Medium",60,59,"NO","NO",24.485652005136
"Mansour Yahya Al Najei",NA,"Sub",60,176,73,38,"Medium / Medium",15,23,"NO","NO",23.566632231405
"Nicolas Gétaz",NA,"LM",60,182,75,25,"High / Medium",64,42,"NO","NO",22.6421929718633
"Thomas Konrad",NA,"RCB",60,186,80,27,"Medium / Medium",34,43,"NO","NO",23.1240605850387
"Josh Payne",NA,"LDM",60,183,74,26,"Medium / Medium",63,63,"NO","NO",22.096807907074
"Yoshizumi Ogawa",NA,"Sub",60,173,67,32,"Medium / Medium",63,64,"NO","NO",22.3863142771225
"Takuya Nozawa",NA,"Sub",60,176,70,35,"Medium / Medium",58,71,"NO","NO",22.5981404958678
"David Cornell",NA,"Sub",60,188,79,26,"Medium / Medium",23,16,"NO","NO",22.351742870077
"Dejan Sorgić",NA,"RS",60,177,70,27,"Medium / Medium",61,48,"NO","NO",22.343515592582
"Mark Byrne",NA,"RCM",60,175,70,28,"Medium / High",58,59,"NO","NO",22.8571428571429
"Jamie Devitt",NA,"Sub",60,178,66,26,"Medium / Low",53,55,"NO","NO",20.8307031940412
"Lewis Young",NA,"RB",60,175,61,27,"Medium / Medium",58,41,"NO","NO",19.9183673469388
"Tommi Vaiho",NA,"Sub",60,189,89,28,"Medium / Medium",16,21,"NO","NO",24.9153159206069
"Billy Bingham",NA,"CM",60,180,71,26,"Medium / Medium",60,65,"NO","NO",21.9135802469136
"Łukasz Tymiński",NA,"Sub",60,173,67,26,"Medium / Medium",64,54,"NO","NO",22.3863142771225
"Labinot Haliti",NA,"Sub",60,184,74,31,"Medium / Medium",58,49,"NO","NO",21.8572778827977
"Gerard Doherty",NA,"GK",60,188,82,35,"Medium / Medium",19,32,"YES","NO",23.2005432322318
"Carl Magnay",NA,"Sub",60,183,76,28,"Medium / Medium",53,33,"NO","NO",22.6940189315895
"Jason Hoffman",NA,"LB",60,189,75,28,"High / Medium",49,56,"NO","NO",20.9960527420845
"Adam Yates",NA,"Res",60,178,75,33,"Medium / Medium",57,54,"NO","NO",23.6712536295922
"Andrew Redmayne",NA,"Sub",60,194,83,28,"Medium / Medium",20,33,"NO","NO",22.0533531724944
"Diego Mejía",NA,"Res",60,177,76,33,"Medium / Medium",62,63,"NO","NO",24.2586740719461
"Erik Dahlin",NA,"Sub",60,186,83,27,"Medium / Medium",34,15,"NO","NO",23.9912128569777
"Ger O'Brien",NA,"Sub",60,179,73,32,"Medium / High",56,53,"NO","NO",22.7833088854905
"Derek Foran",NA,"Sub",60,186,77,27,"Medium / High",45,39,"NO","NO",22.2569083130998
"Alexandre Bouchard",NA,"Sub",60,182,84,28,"Medium / Medium",22,33,"NO","NO",25.3592561284869
"Romain Armand",NA,"Sub",60,182,73,30,"High / Medium",58,50,"NO","NO",22.0384011592803
"Tando Velaphi",NA,"Sub",60,187,78,29,"Medium / Medium",15,30,"NO","NO",22.3054705596385
"Ryan Griffiths",NA,"Sub",60,177,76,35,"Medium / Medium",58,59,"NO","NO",24.2586740719461
"Sho Ito",NA,"Sub",60,184,76,28,"Medium / Medium",58,39,"NO","NO",22.4480151228733
"Davide Raffaello",NA,"Res",60,182,75,28,"Medium / Medium",65,41,"NO","NO",22.6421929718633
"Sean Rigg",NA,"CAM",60,175,77,29,"Medium / Medium",58,35,"NO","NO",25.1428571428571
"Tibor Joza",NA,"Sub",60,173,73,30,"Medium / Medium",48,48,"NO","NO",24.3910588392529
"Luke Joyce",NA,"RCM",60,180,76,29,"Medium / Medium",64,49,"NO","NO",23.4567901234568
"Paul Bignot",NA,"Sub",60,185,78,31,"Medium / High",60,54,"NO","NO",22.7903579254931
"Nicky Deverdics",NA,"Res",60,180,78,29,"Medium / Medium",64,62,"NO","NO",24.0740740740741
"Fulvio Sulmoni",NA,"RCB",60,181,71,31,"Medium / High",52,42,"NO","NO",21.6721101309484
"Craig Reid",NA,"Sub",60,178,75,31,"Medium / Medium",61,56,"NO","NO",23.6712536295922
"Billy Dennehy",NA,"Sub",60,173,74,30,"High / Medium",56,53,"NO","NO",24.7251829329413
"Eddie Nolan",NA,"Sub",60,185,77,28,"Medium / Medium",55,43,"NO","NO",22.4981738495252
"Gavin Peers",NA,"RCB",60,180,79,31,"Medium / High",47,38,"NO","NO",24.3827160493827
"Przemysław Pitry",NA,"Sub",60,186,81,35,"Medium / Medium",63,59,"NO","NO",23.4131113423517
"Steven Schumacher",NA,"RCM",60,183,73,32,"Medium / Medium",57,57,"NO","NO",21.7982023948162
"Patrik Haginge",NA,"Sub",60,183,75,31,"Medium / High",52,46,"NO","NO",22.3954134193317
"Zesh Rehman",NA,"CB",60,189,82,33,"Medium / Medium",37,44,"NO","NO",22.9556843313457
"Danny Pugh",NA,"RCM",60,183,76,34,"Low / Medium",59,60,"NO","NO",22.6940189315895
"Garry Thompson",NA,"Sub",60,178,76,36,"Medium / Medium",53,59,"NO","NO",23.9868703446535
"Dmitriy Kudryashov",NA,"Res",60,187,85,33,"Medium / Medium",62,58,"NO","NO",24.3072435585805
"Ivan Ershov",NA,"LWB",60,172,70,37,"Medium / Medium",53,56,"NO","NO",23.6614386154678
"Manolo Martínez",NA,"Res",60,183,82,36,"Low / High",50,49,"NO","NO",24.485652005136
"Richard Duffy",NA,"Sub",60,181,65,31,"Medium / High",52,39,"NO","NO",19.8406642043894
"Peter Cherrie",NA,"GK",60,188,76,33,"Medium / Medium",15,49,"YES","NO",21.5029425079221
"Markus Böcskör",NA,"Sub",60,184,82,34,"Medium / Medium",12,32,"NO","NO",24.2202268431002
"Arron Davies",NA,"Sub",60,175,70,32,"Medium / Medium",61,57,"NO","NO",22.8571428571429
"Aurélien Faivre",NA,"Sub",60,180,72,38,"Low / Medium",50,62,"NO","NO",22.2222222222222
"Scott Shearer",NA,"Sub",60,191,89,36,"Medium / Medium",24,40,"NO","NO",24.396261067405
"Paul Rachubka",NA,"Sub",60,185,85,35,"Medium / Medium",24,31,"NO","NO",24.8356464572681
"Matt Bloomfield",NA,"RCM",60,173,73,33,"Medium / High",60,57,"NO","NO",24.3910588392529
"Dannie Bulman",NA,"Sub",60,175,75,38,"Medium / High",65,42,"NO","NO",24.4897959183673
"Steve Mildenhall",NA,"Sub",60,193,89,38,"Medium / Medium",23,35,"NO","NO",23.893258879433
"Mike Edwards",NA,"Sub",60,185,86,36,"Medium / High",45,33,"NO","NO",25.1278305332359
"Christoffer Andersson",NA,"Sub",60,173,72,38,"Medium / Medium",63,54,"NO","NO",24.0569347455645
"Johan Brunell",NA,"Res",59,188,81,25,"Low / High",53,36,"NO","NO",22.9176097781802
"Hikmet Ciftci",NA,"Res",59,176,73,19,"Medium / Medium",60,52,"NO","NO",23.566632231405
"Gabriel Carrasco",NA,"Res",59,175,74,20,"Medium / Medium",49,35,"NO","NO",24.1632653061224
"Frank Sturing",NA,"Res",59,181,76,19,"Low / Medium",39,32,"NO","NO",23.1983150697476
"Park Dae Han",NA,"Sub",59,183,77,20,"Medium / Medium",12,40,"NO","NO",22.9926244438472
"Konstantin Kuchaev",NA,"Res",59,178,72,19,"Medium / Medium",63,59,"NO","NO",22.7244034844085
"Joshua Smith",NA,"Sub",59,193,79,25,"Low / High",40,36,"NO","NO",21.2086230502832
"Mark Karymov",NA,"Sub",59,189,81,18,"Low / High",40,32,"NO","NO",22.6757369614512
"Andrey Ogarev",NA,"Res",59,175,72,19,"Medium / Medium",59,58,"NO","NO",23.5102040816327
"Alexandr Naumenko",NA,"Sub",59,180,70,19,"Medium / Medium",60,59,"NO","NO",21.6049382716049
"Brian Álvarez",NA,"Res",59,171,68,19,"Medium / Medium",54,48,"NO","NO",23.2550186382135
"Rodrigo Schlegel",NA,"Res",59,182,82,19,"Low / Medium",38,31,"NO","NO",24.7554643159039
"Elguja Lobjanidze",NA,"Res",59,193,82,24,"Medium / Medium",52,44,"NO","NO",22.0140137990282
"Ricardo Marín",NA,"Res",59,181,72,19,"Medium / Medium",51,53,"NO","NO",21.9773511187082
"Gabriel Matei",NA,"Sub",59,176,72,27,"Medium / Medium",57,33,"NO","NO",23.2438016528926
"Viktor Patrashko",NA,"Res",59,185,68,18,"Medium / Medium",45,40,"NO","NO",19.8685171658145
"Murat Sevimler",NA,"Res",59,182,69,18,"Medium / Medium",56,50,"NO","NO",20.8308175341142
"Randal Kolo-Muani",NA,"Res",59,187,73,18,"Medium / Medium",58,54,"NO","NO",20.8756327032514
"Brayner De Alba",NA,"Sub",59,168,65,24,"Medium / Medium",59,53,"NO","NO",23.0300453514739
"Dennis Hettinga",NA,"Sub",59,180,75,21,"Medium / Medium",55,37,"NO","NO",23.1481481481481
"Agim Zeka",NA,"Res",59,182,72,18,"Medium / Medium",66,54,"NO","NO",21.7365052529888
"Lukas Gerlspeck",NA,"Res",59,186,78,18,"Medium / Medium",54,31,"NO","NO",22.5459590704128
"Matthias Solerio",NA,"Sub",59,180,70,24,"Medium / Medium",46,41,"NO","NO",21.6049382716049
"Kristoffer Zachariassen",NA,"Res",59,180,74,22,"Medium / Medium",58,58,"NO","NO",22.8395061728395
"Dan Pybus",NA,"Res",59,179,67,19,"High / Medium",64,57,"NO","NO",20.9107081551762
"Nouhou Tolo",NA,"Res",59,178,79,19,"Medium / High",47,32,"NO","NO",24.9337204898371
"Andrey Zorin",NA,"Sub",59,175,60,19,"High / Medium",66,58,"NO","NO",19.5918367346939
"Ogo Obi",NA,"Res",59,182,70,18,"Medium / Medium",58,57,"NO","NO",21.1327134404057
"Haruya Ide",NA,"Sub",59,171,66,23,"High / Medium",56,63,"NO","NO",22.5710475017954
"Vasilije Janjicic",NA,"Res",59,180,82,18,"Medium / Medium",60,54,"NO","NO",25.3086419753086
"Mujahid Al Mania",NA,"Res",59,185,69,21,"High / Low",63,54,"NO","NO",20.1607012417823
"Yusuke Segawa",NA,"LM",59,170,67,23,"High / Medium",55,60,"NO","NO",23.1833910034602
"Seyi Adekoya",NA,"Sub",59,180,77,21,"Medium / Medium",67,49,"NO","NO",23.7654320987654
"Brian Nana-Sinkam",NA,"Sub",59,183,82,22,"Medium / Medium",54,31,"NO","NO",24.485652005136
"Jorge Betancur",NA,"Sub",59,188,80,25,"Medium / Medium",60,61,"NO","NO",22.6346763241286
"Alvaro Rodríguez",NA,"Res",59,174,67,22,"Medium / Medium",49,48,"NO","NO",22.1297397278372
"Babacar Diallo",NA,"Res",59,193,85,28,"Medium / Medium",32,35,"NO","NO",22.8194045477731
"Sergio Camargo",NA,"Sub",59,168,74,22,"Medium / High",60,38,"NO","NO",26.218820861678
"Sean Longstaff",NA,"LCM",59,181,73,19,"Medium / Medium",59,61,"NO","NO",22.2825921064681
"Moussa Wagué",NA,"RB",60,177,70,18,"Medium / Medium",61,37,"NO","NO",22.343515592582
"Ludvig Fritzson",NA,"Sub",59,184,77,21,"Medium / Medium",61,59,"NO","NO",22.7433837429112
"Kortne Ford",NA,"Sub",59,188,84,21,"Medium / High",43,24,"NO","NO",23.766410140335
"Saramys Rodríguez",NA,"Res",59,182,72,24,"Medium / Medium",55,57,"NO","NO",21.7365052529888
"Sotiris Pispas",NA,"Res",59,177,71,19,"High / Medium",54,48,"NO","NO",22.662708672476
"Paschalis Staikos",NA,"Res",59,178,75,19,"High / High",52,42,"NO","NO",23.6712536295922
"Franck Boya","Sub","Res",59,193,78,20,"Medium / Medium",61,55,"NO","YES",20.9401594673683
"Vyacheslav Tankovskyi",NA,"Res",59,168,64,21,"High / Medium",67,63,"NO","NO",22.6757369614512
"Guido Villar",NA,"Sub",59,185,78,22,"Medium / Medium",14,23,"NO","NO",22.7903579254931
"Atakan Akkaynak",NA,"Res",59,180,73,18,"Medium / Medium",61,64,"NO","NO",22.5308641975309
"Spencer Richey",NA,"Res",59,185,88,24,"Medium / Medium",19,50,"NO","NO",25.7121986851717
"Jordan Torunarigha",NA,"Res",59,189,77,19,"Medium / Medium",49,47,"NO","NO",21.5559474818734
"Johnny Buduson",NA,"Sub",59,186,80,25,"Medium / Medium",49,50,"NO","NO",23.1240605850387
"Artem Galadzhan",NA,"Res",59,180,71,18,"Medium / Medium",58,45,"NO","NO",21.9135802469136
"Matías Moya",NA,"Res",59,167,63,19,"Medium / Medium",61,55,"NO","NO",22.5895514360501
"Juan Miguel Blanco-Lopez",NA,"Res",59,186,75,17,"Medium / Medium",62,50,"NO","NO",21.6788067984738
"Antonini Lui",NA,"Res",59,192,80,18,"Medium / Medium",64,60,"NO","NO",21.7013888888889
"Anton Makurin",NA,"Sub",59,182,77,22,"High / Medium",51,51,"NO","NO",23.2459847844463
"Luis Amador",NA,"Res",59,173,71,21,"Medium / Medium",56,46,"NO","NO",23.7228106518761
"Francisco Leonardo",NA,"Res",59,174,74,20,"Medium / Medium",55,46,"NO","NO",24.441802087462
"Facundo Medina",NA,"Res",59,179,75,17,"Medium / Medium",56,40,"NO","NO",23.4075091289286
"Ao Tanaka",NA,"Res",59,171,69,18,"Medium / Medium",61,60,"NO","NO",23.5970042064225
"Nicolás Zalazar",NA,"Res",59,184,80,20,"Low / Medium",41,22,"NO","NO",23.6294896030246
"Sebastian Pasquali",NA,"Res",59,176,70,17,"Medium / Medium",64,58,"NO","NO",22.5981404958678
"Mohamed Sanhaji",NA,"Res",59,178,67,20,"High / Low",46,48,"NO","NO",21.1463199091024
"Furkan Şimşek",NA,"Res",59,185,75,19,"High / Low",65,49,"NO","NO",21.9138056975895
"Berke Yılmaz",NA,"Res",59,175,70,20,"Medium / Medium",67,54,"NO","NO",22.8571428571429
"Justin Möbius",NA,"Res",59,179,69,19,"High / Medium",60,57,"NO","NO",21.5349083986143
"Ishan Pandita",NA,"Res",59,183,73,18,"Medium / Medium",60,50,"NO","NO",21.7982023948162
"Barnabás Varga",NA,"Res",59,178,74,23,"Medium / Medium",56,53,"NO","NO",23.355636914531
"Felix Götze",NA,"Res",59,185,78,19,"Medium / Medium",38,35,"NO","NO",22.7903579254931
"Souleyman Doumbia",NA,"Res",59,175,68,20,"High / Medium",55,38,"NO","NO",22.2040816326531
"Diego Sosa",NA,"LB",59,175,70,19,"Medium / Low",60,57,"NO","NO",22.8571428571429
"Fabian Gmeiner",NA,"Res",59,181,75,20,"Medium / Medium",46,37,"NO","NO",22.8930740819877
"Tomás Baroni",NA,"Res",59,183,72,21,"Medium / Medium",34,23,"NO","NO",21.4995968825584
"Lourival Rodeiro",NA,"Sub",59,181,73,25,"Medium / Medium",61,59,"NO","NO",22.2825921064681
"Ailton Gesser",NA,"Sub",59,172,67,25,"Medium / Medium",55,44,"NO","NO",22.6473769605192
"Ben Hinchliffe",NA,"Res",59,178,74,19,"High / Medium",56,49,"NO","NO",23.355636914531
"Moussa Traoré",NA,"Res",59,184,72,21,"Medium / Medium",19,42,"NO","NO",21.2665406427221
"Brett Levis",NA,"Sub",59,173,70,24,"High / High",54,55,"NO","NO",23.3886865581877
"Tomás Spinelli",NA,"Sub",59,170,62,23,"Medium / Medium",51,47,"NO","NO",21.4532871972318
"Norberto Briasco",NA,"LW",59,179,73,21,"Medium / Medium",58,47,"NO","NO",22.7833088854905
"Iván Gómez",NA,"Res",59,165,63,20,"Medium / Medium",57,42,"NO","NO",23.1404958677686
"Sebastian Szymański",NA,"Sub",59,174,58,17,"Medium / Medium",63,55,"NO","NO",19.1570881226054
"Adam Parkhouse",NA,"Sub",59,180,70,24,"High / Medium",61,50,"NO","NO",21.6049382716049
"Agustín Araujo",NA,"Res",59,160,59,17,"High / Low",57,48,"NO","NO",23.046875
"Matías Zaracho",NA,"Res",59,172,64,19,"Medium / Low",59,46,"NO","NO",21.6333153055706
"Saho Mutlaq Al Mutairi",NA,"Sub",59,188,62,28,"High / Low",53,49,"NO","NO",17.5418741511996
"Mahmoud Eid",NA,"Res",59,183,82,23,"Medium / Medium",55,49,"NO","NO",24.485652005136
"David Iduitua",NA,"Sub",59,176,74,20,"Medium / Medium",63,60,"NO","NO",23.8894628099174
"Marin Šverko",NA,"Res",59,187,81,19,"Medium / Medium",59,36,"NO","NO",23.1633732734708
"Nils Rütten",NA,"Res",59,182,75,21,"Medium / Medium",61,49,"NO","NO",22.6421929718633
"Alexis Sosa",NA,"Sub",59,177,76,17,"Medium / Medium",34,30,"NO","NO",24.2586740719461
"Mikhail Borodko",NA,"Sub",59,188,81,22,"Medium / Medium",13,45,"NO","NO",22.9176097781802
"Tim Riksman",NA,"Res",59,186,71,18,"Medium / Medium",44,41,"NO","NO",20.5226037692219
"Lorenzo Del Pinto",NA,"Res",59,180,78,26,"Medium / Medium",58,49,"NO","NO",24.0740740740741
"Alfredo Bifulco",NA,"Sub",59,173,65,20,"Medium / Medium",50,55,"NO","NO",21.7180660897457
"Chovanie Amatkarijo",NA,"Res",59,175,64,17,"Medium / Medium",60,46,"NO","NO",20.8979591836735
"Niek Hoogveld",NA,"Res",59,185,75,18,"Low / Medium",45,28,"NO","NO",21.9138056975895
"Dogucan Haspolat",NA,"Res",59,173,66,17,"Medium / Medium",65,60,"NO","NO",22.0521901834341
"Yehvann Diouf",NA,"Res",59,187,75,17,"Medium / Medium",15,46,"NO","NO",21.4475678458063
"Andreas Makris",NA,"Sub",59,171,68,21,"High / Medium",58,41,"NO","NO",23.2550186382135
"Yoann Salmier",NA,"Sub",59,188,85,24,"Medium / Medium",29,33,"NO","NO",24.0493435943866
"Erick Sánchez",NA,"Sub",59,167,60,17,"Medium / Medium",54,45,"NO","NO",21.5138585105239
"Daniel Parra",NA,"Res",59,175,66,17,"Medium / Medium",57,38,"NO","NO",21.5510204081633
"Roberto Romero",NA,"Sub",59,170,66,18,"High / Medium",59,61,"NO","NO",22.8373702422145
"Oliver Rathbone",NA,"Sub",59,176,76,20,"High / Medium",59,62,"NO","NO",24.5351239669421
"Ohoulo Framelin",NA,"Res",59,190,84,20,"Medium / Medium",18,45,"NO","NO",23.2686980609418
"Stefan Mladenovic",NA,"Sub",59,177,65,22,"Medium / Medium",60,46,"NO","NO",20.7475501931118
"Edson Torres",NA,"Res",59,165,55,18,"High / Medium",61,53,"NO","NO",20.2020202020202
"Serghino Sanches",NA,"Res",59,186,76,19,"Medium / Medium",44,35,"NO","NO",21.9678575557868
"Gianni Cassaró",NA,"Res",59,180,75,24,"Medium / Medium",38,36,"NO","NO",23.1481481481481
"Luka Bogdan",NA,"Res",59,195,76,21,"Medium / Medium",48,28,"NO","NO",19.9868507560815
"Justin Shaibu",NA,"Res",59,181,70,19,"Medium / Medium",61,42,"NO","NO",21.3668691431885
"David Ijaha",NA,"Sub",59,188,88,27,"Medium / High",52,47,"NO","NO",24.8981439565414
"Marco Jaime",NA,"Res",59,184,83,22,"Medium / Medium",34,32,"NO","NO",24.515595463138
"Jan Bekkema",NA,"Res",59,188,78,20,"Medium / Medium",18,25,"NO","NO",22.0688094160254
"Jair Oosterlen",NA,"Res",59,180,75,19,"Medium / Medium",52,35,"NO","NO",23.1481481481481
"Jerdy Schouten",NA,"Res",59,185,70,20,"Medium / Medium",56,48,"NO","NO",20.4528853177502
"Ba-Muaka Simakala",NA,"Res",59,180,76,20,"Medium / Medium",61,62,"NO","NO",23.4567901234568
"Ivan Vujica",NA,"Sub",59,172,70,19,"Medium / Medium",57,44,"NO","NO",23.6614386154678
"Adrián Domínguez",NA,"Res",59,178,69,25,"Medium / Medium",15,37,"NO","NO",21.7775533392248
"Seifedin Chabbi",NA,"Sub",59,189,73,23,"High / Low",54,54,"NO","NO",20.4361580022956
"Kahraman Demirtaş",NA,"Res",59,184,75,23,"Medium / Medium",54,36,"NO","NO",22.1526465028355
"Max Besuschkow",NA,"Sub",59,187,74,19,"Medium / Medium",57,57,"NO","NO",21.1616002745289
"Tardelis Peña",NA,"LCB",59,185,96,28,"Medium / Medium",26,29,"NO","NO",28.0496712929145
"Robin Ziegele",NA,"Res",59,186,81,20,"Medium / Medium",44,32,"NO","NO",23.4131113423517
"Dino Agote",NA,"LB",59,166,67,20,"Medium / Medium",61,41,"NO","NO",24.3141239657425
"Valentin Rosier",NA,"Res",59,175,70,20,"Medium / Medium",48,39,"NO","NO",22.8571428571429
"Michael Huber",NA,"RCB",59,187,85,27,"Medium / Medium",42,35,"NO","NO",24.3072435585805
"Raphaël Adicéam",NA,"Sub",59,179,72,26,"Medium / Medium",14,30,"NO","NO",22.4712087637714
"Bradley Ralani",NA,"Sub",59,170,57,29,"Medium / Medium",57,52,"NO","NO",19.7231833910035
"Andreas Larsen",NA,"Sub",59,186,76,26,"Medium / Medium",23,27,"NO","NO",21.9678575557868
"Nicklas Dannevang",NA,"Res",59,195,78,26,"Medium / Medium",18,24,"NO","NO",20.5128205128205
"Victorio Ramis",NA,"Res",59,180,77,22,"Medium / Medium",58,44,"NO","NO",23.7654320987654
"Joshua Bitter",NA,"Res",59,186,80,20,"Medium / Medium",46,32,"NO","NO",23.1240605850387
"David Choinière",NA,"Sub",59,170,68,20,"High / Low",60,54,"NO","NO",23.5294117647059
"Markus Uusitalo",NA,"Sub",59,189,89,19,"Medium / Medium",13,42,"NO","NO",24.9153159206069
"Ollie Harfield",NA,"Res",59,178,78,19,"High / Medium",46,36,"NO","NO",24.6181037747759
"Atakan Cangöz",NA,"Res",59,175,75,25,"Medium / Medium",57,47,"NO","NO",24.4897959183673
"Georgiy Makhatadze",NA,"Res",59,180,69,19,"Medium / Medium",51,46,"NO","NO",21.2962962962963
"Alimami Gory",NA,"Sub",59,182,72,20,"Medium / Medium",50,47,"NO","NO",21.7365052529888
"Alex Azevedo",NA,"Res",59,178,72,20,"Medium / Medium",56,47,"NO","NO",22.7244034844085
"Aaron Mattia Tabacchi",NA,"Res",59,178,65,18,"Medium / Medium",68,46,"NO","NO",20.5150864789799
"Ionuţ Andrei Radu",NA,"Res",59,188,78,19,"Medium / Medium",13,30,"NO","NO",22.0688094160254
"Abdoulaye Sanogo",NA,"Res",59,168,62,20,"Medium / Medium",63,48,"NO","NO",21.9671201814059
"Éder Aldralho",NA,"Sub",59,183,79,29,"Medium / Medium",61,53,"NO","NO",23.5898354683627
"Déner Santoso",NA,"Sub",59,173,67,29,"Medium / Medium",57,55,"NO","NO",22.3863142771225
"Alvin Meldeiros",NA,"Sub",59,179,69,29,"Medium / Low",57,34,"NO","NO",21.5349083986143
"Jérôme Deom",NA,"Res",59,170,60,17,"Medium / Low",60,57,"NO","NO",20.7612456747405
"David Kasumu",NA,"Res",59,180,70,17,"Medium / Medium",62,58,"NO","NO",21.6049382716049
"Connor Furlong",NA,"Sub",59,170,65,19,"Medium / Medium",58,54,"NO","NO",22.4913494809689
"Aaron Ramsdale",NA,"Sub",59,188,77,18,"Medium / Medium",26,41,"NO","NO",21.7858759619737
"Maximiliano Velazco",NA,"Sub",59,186,81,22,"Medium / Medium",18,30,"NO","NO",23.4131113423517
"Youssouf Ndiaye",NA,"Res",59,189,77,21,"Medium / Medium",54,49,"NO","NO",21.5559474818734
"Julián Chicco",NA,"Res",59,184,79,19,"Medium / Medium",59,49,"NO","NO",23.3341209829868
"Ronan Hale",NA,"Res",59,176,70,18,"Medium / Medium",55,48,"NO","NO",22.5981404958678
"Anderson Lucoqui",NA,"Sub",59,180,72,19,"High / Medium",59,41,"NO","NO",22.2222222222222
